ID_Venda,ID_Produto,ID_Cliente,ID_Tempo,ID_Plataforma,ID_Promocao,Quantidade,Preco_Unitario,Desconto_Percentual,Receita_Total,Custo_Total,Lucro_Bruto,Margem_Percentual,Canal_Venda,Forma_Pagamento,Data_Venda,Categoria,Dias_Apos_Lancamento,Midia_Fisica_Digital
VND01035,PRD023,CLI075,TMP0650,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,App Mobile,Cartão Débito,2025-10-11,Jogos,15,Físico e Digital
VND01036,PRD023,CLI041,TMP0649,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,E-commerce,PIX,2025-10-10,Jogos,14,Físico e Digital
VND01037,PRD023,CLI020,TMP1093,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,App Mobile,Cartão Crédito,2026-12-28,Jogos,458,Físico e Digital
VND01038,PRD023,CLI043,TMP0716,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,App Mobile,Boleto,2025-12-16,Jogos,81,Físico e Digital
VND01039,PRD023,CLI015,TMP0650,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,App Mobile,Boleto,2025-10-11,Jogos,15,Físico e Digital
VND01040,PRD023,CLI075,TMP0936,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,E-commerce,PIX,2026-07-24,Jogos,301,Físico e Digital
VND01041,PRD023,CLI029,TMP0643,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,Loja Física,PIX,2025-10-04,Jogos,8,Físico e Digital
VND01042,PRD023,CLI044,TMP0651,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,App Mobile,Cartão Crédito,2025-10-12,Jogos,16,Físico e Digital
VND01043,PRD023,CLI035,TMP0659,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,E-commerce,Boleto,2025-10-20,Jogos,24,Físico e Digital
VND01044,PRD023,CLI029,TMP1022,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,E-commerce,Cartão Crédito,2026-10-18,Jogos,387,Físico e Digital
VND01045,PRD023,CLI018,TMP0665,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,E-commerce,Cartão Crédito,2025-10-26,Jogos,30,Físico e Digital
VND01046,PRD023,CLI016,TMP0783,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,E-commerce,PIX,2026-02-21,Jogos,148,Físico e Digital
VND01047,PRD023,CLI054,TMP0697,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,Loja Física,PIX,2025-11-27,Jogos,62,Físico e Digital
VND01048,PRD023,CLI058,TMP0655,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,Loja Física,PIX,2025-10-16,Jogos,20,Físico e Digital
VND01049,PRD023,CLI072,TMP0681,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,E-commerce,PIX,2025-11-11,Jogos,46,Físico e Digital
VND01050,PRD023,CLI019,TMP0714,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,E-commerce,Boleto,2025-12-14,Jogos,79,Físico e Digital
VND01051,PRD023,CLI034,TMP0660,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,App Mobile,Cartão Débito,2025-10-21,Jogos,25,Físico e Digital
VND01052,PRD023,CLI074,TMP0662,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,E-commerce,Boleto,2025-10-23,Jogos,27,Físico e Digital
VND01053,PRD023,CLI008,TMP0646,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,Loja Física,Cartão Crédito,2025-10-07,Jogos,11,Físico e Digital
VND01054,PRD023,CLI023,TMP1028,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,App Mobile,Cartão Crédito,2026-10-24,Jogos,393,Físico e Digital
VND01055,PRD023,CLI021,TMP0644,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,Loja Física,PIX,2025-10-05,Jogos,9,Físico e Digital
VND01056,PRD023,CLI020,TMP1046,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,E-commerce,PIX,2026-11-11,Jogos,411,Físico e Digital
VND01057,PRD023,CLI017,TMP0636,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,E-commerce,Boleto,2025-09-27,Jogos,1,Físico e Digital
VND01058,PRD023,CLI030,TMP0939,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,E-commerce,PIX,2026-07-27,Jogos,304,Físico e Digital
VND01059,PRD023,CLI074,TMP0659,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,App Mobile,Cartão Débito,2025-10-20,Jogos,24,Físico e Digital
VND01060,PRD023,CLI036,TMP0662,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,App Mobile,Cartão Crédito,2025-10-23,Jogos,27,Físico e Digital
VND01061,PRD023,CLI022,TMP0687,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,App Mobile,Boleto,2025-11-17,Jogos,52,Físico e Digital
VND01062,PRD023,CLI065,TMP0896,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,App Mobile,Boleto,2026-06-14,Jogos,261,Físico e Digital
VND01063,PRD023,CLI065,TMP1052,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,App Mobile,PIX,2026-11-17,Jogos,417,Físico e Digital
VND01064,PRD023,CLI075,TMP0807,PLT008,PROMO011,1,239.92,20.00,239.92,194.90,45.02,18.76,Loja Física,Cartão Débito,2026-03-17,Jogos,172,Físico e Digital
VND01065,PRD023,CLI034,TMP0636,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,App Mobile,PIX,2025-09-27,Jogos,1,Físico e Digital
VND01066,PRD023,CLI058,TMP0699,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,E-commerce,PIX,2025-11-29,Jogos,64,Físico e Digital
VND01067,PRD023,CLI052,TMP1025,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,E-commerce,Boleto,2026-10-21,Jogos,390,Físico e Digital
VND01068,PRD023,CLI031,TMP1035,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,E-commerce,PIX,2026-10-31,Jogos,400,Físico e Digital
VND01069,PRD023,CLI048,TMP0762,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,E-commerce,Boleto,2026-01-31,Jogos,127,Físico e Digital
VND01070,PRD023,CLI039,TMP0664,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,App Mobile,Cartão Débito,2025-10-25,Jogos,29,Físico e Digital
VND01071,PRD023,CLI014,TMP1065,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,E-commerce,Cartão Débito,2026-11-30,Jogos,430,Físico e Digital
VND01072,PRD023,CLI062,TMP0659,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,E-commerce,PIX,2025-10-20,Jogos,24,Físico e Digital
VND01073,PRD023,CLI050,TMP1002,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,App Mobile,Boleto,2026-09-28,Jogos,367,Físico e Digital
VND01074,PRD023,CLI045,TMP0952,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,App Mobile,PIX,2026-08-09,Jogos,317,Físico e Digital
VND01075,PRD023,CLI020,TMP0714,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,Loja Física,Cartão Débito,2025-12-14,Jogos,79,Físico e Digital
VND01076,PRD023,CLI062,TMP0656,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,App Mobile,Cartão Débito,2025-10-17,Jogos,21,Físico e Digital
VND01077,PRD023,CLI018,TMP0642,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,Loja Física,Boleto,2025-10-03,Jogos,7,Físico e Digital
VND01078,PRD023,CLI019,TMP0695,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,App Mobile,PIX,2025-11-25,Jogos,60,Físico e Digital
VND01079,PRD023,CLI012,TMP0700,PLT008,PROMO009,1,209.93,30.00,209.93,194.90,"46,096.00",7.16,Loja Física,Cartão Débito,2025-11-30,Jogos,65,Físico e Digital
VND01080,PRD023,CLI068,TMP0646,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,App Mobile,Cartão Débito,2025-10-07,Jogos,11,Físico e Digital
VND01081,PRD023,CLI075,TMP0670,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,Loja Física,Cartão Crédito,2025-10-31,Jogos,35,Físico e Digital
VND01082,PRD023,CLI037,TMP0810,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,App Mobile,PIX,2026-03-20,Jogos,175,Físico e Digital
VND01083,PRD023,CLI046,TMP0656,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,App Mobile,Cartão Débito,2025-10-17,Jogos,21,Físico e Digital
VND01084,PRD023,CLI024,TMP0858,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,E-commerce,PIX,2026-05-07,Jogos,223,Físico e Digital
VND01085,PRD023,CLI021,TMP0649,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,Loja Física,Boleto,2025-10-10,Jogos,14,Físico e Digital
VND01086,PRD023,CLI064,TMP1086,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,Loja Física,Cartão Débito,2026-12-21,Jogos,451,Físico e Digital
VND01087,PRD023,CLI001,TMP1061,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,Loja Física,Boleto,2026-11-26,Jogos,426,Físico e Digital
VND01088,PRD023,CLI036,TMP0750,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,Loja Física,Cartão Débito,2026-01-19,Jogos,115,Físico e Digital
VND01089,PRD023,CLI049,TMP1004,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,Loja Física,Cartão Crédito,2026-09-30,Jogos,369,Físico e Digital
VND01090,PRD023,CLI028,TMP0697,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,Loja Física,Cartão Crédito,2025-11-27,Jogos,62,Físico e Digital
VND01091,PRD024,CLI021,TMP0896,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,App Mobile,Cartão Débito,2026-06-14,Jogos,597,Físico e Digital
VND01092,PRD024,CLI019,TMP0316,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,App Mobile,Cartão Crédito,2024-11-11,Jogos,17,Físico e Digital
VND01093,PRD024,CLI008,TMP0304,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,E-commerce,Boleto,2024-10-30,Jogos,5,Físico e Digital
VND01094,PRD024,CLI022,TMP0324,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,App Mobile,PIX,2024-11-19,Jogos,25,Físico e Digital
VND01095,PRD024,CLI043,TMP0376,PLT008,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,App Mobile,PIX,2025-01-10,Jogos,77,Físico e Digital
VND01096,PRD024,CLI067,TMP0306,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,App Mobile,PIX,2024-11-01,Jogos,7,Físico e Digital
VND01097,PRD024,CLI065,TMP0303,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,E-commerce,Boleto,2024-10-29,Jogos,4,Físico e Digital
VND01098,PRD024,CLI001,TMP0695,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,Loja Física,Cartão Débito,2025-11-25,Jogos,396,Físico e Digital
VND01099,PRD024,CLI072,TMP0324,PLT008,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,E-commerce,Cartão Débito,2024-11-19,Jogos,25,Físico e Digital
VND01100,PRD024,CLI018,TMP0300,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,Loja Física,Boleto,2024-10-26,Jogos,1,Físico e Digital
VND01101,PRD024,CLI006,TMP0330,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,E-commerce,Cartão Crédito,2024-11-25,Jogos,31,Físico e Digital
VND01102,PRD024,CLI064,TMP0984,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,App Mobile,Boleto,2026-09-10,Jogos,685,Físico e Digital
VND01103,PRD024,CLI007,TMP0725,PLT008,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,App Mobile,Cartão Crédito,2025-12-25,Jogos,426,Físico e Digital
VND01104,PRD024,CLI065,TMP1035,PLT008,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,E-commerce,Cartão Débito,2026-10-31,Jogos,736,Físico e Digital
VND01105,PRD024,CLI048,TMP0503,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,E-commerce,Boleto,2025-05-17,Jogos,204,Físico e Digital
VND01106,PRD024,CLI046,TMP0330,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,E-commerce,PIX,2024-11-25,Jogos,31,Físico e Digital
VND01107,PRD024,CLI012,TMP0585,PLT008,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,App Mobile,Cartão Débito,2025-08-07,Jogos,286,Físico e Digital
VND01108,PRD024,CLI018,TMP0526,PLT008,PROMO005,2,219.91,12.00,439.82,329.80,110.02,"46,047.00",Loja Física,Cartão Crédito,2025-06-09,Jogos,227,Físico e Digital
VND01109,PRD024,CLI044,TMP0306,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,Loja Física,Cartão Crédito,2024-11-01,Jogos,7,Físico e Digital
VND01110,PRD024,CLI018,TMP0307,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,App Mobile,Cartão Débito,2024-11-02,Jogos,8,Físico e Digital
VND01111,PRD024,CLI025,TMP0300,PLT008,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,Loja Física,Boleto,2024-10-26,Jogos,1,Físico e Digital
VND01112,PRD024,CLI021,TMP0305,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,E-commerce,PIX,2024-10-31,Jogos,6,Físico e Digital
VND01113,PRD024,CLI033,TMP0320,PLT008,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,App Mobile,Boleto,2024-11-15,Jogos,21,Físico e Digital
VND01114,PRD024,CLI051,TMP1065,PLT008,PROMO012,2,174.93,30.00,349.86,329.80,"46,193.00",5.73,Loja Física,Boleto,2026-11-30,Jogos,766,Físico e Digital
VND01115,PRD024,CLI038,TMP1076,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,E-commerce,PIX,2026-12-11,Jogos,777,Físico e Digital
VND01116,PRD024,CLI047,TMP0697,PLT008,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,App Mobile,Boleto,2025-11-27,Jogos,398,Físico e Digital
VND01117,PRD024,CLI022,TMP0519,PLT008,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,Loja Física,Boleto,2025-06-02,Jogos,220,Físico e Digital
VND01118,PRD024,CLI041,TMP0309,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,E-commerce,PIX,2024-11-04,Jogos,10,Físico e Digital
VND01119,PRD024,CLI004,TMP0354,PLT008,PROMO007,2,204.92,18.00,409.84,329.80,80.04,19.53,Loja Física,Cartão Débito,2024-12-19,Jogos,55,Físico e Digital
VND01120,PRD024,CLI039,TMP0786,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,E-commerce,Cartão Débito,2026-02-24,Jogos,487,Físico e Digital
VND01121,PRD024,CLI003,TMP0455,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,App Mobile,Cartão Crédito,2025-03-30,Jogos,156,Físico e Digital
VND01122,PRD024,CLI060,TMP0436,PLT008,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,E-commerce,PIX,2025-03-11,Jogos,137,Físico e Digital
VND01123,PRD024,CLI033,TMP0681,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,E-commerce,PIX,2025-11-11,Jogos,382,Físico e Digital
VND01124,PRD024,CLI057,TMP0938,PLT008,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,App Mobile,Cartão Débito,2026-07-26,Jogos,639,Físico e Digital
VND01125,PRD024,CLI051,TMP0768,PLT008,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,App Mobile,Cartão Crédito,2026-02-06,Jogos,469,Físico e Digital
VND01126,PRD024,CLI057,TMP0680,PLT008,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,Loja Física,Cartão Débito,2025-11-10,Jogos,381,Físico e Digital
VND01127,PRD024,CLI073,TMP0374,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,App Mobile,PIX,2025-01-08,Jogos,75,Físico e Digital
VND01128,PRD024,CLI011,TMP0930,PLT008,PROMO013,1,224.91,10.00,224.91,164.90,60.01,26.68,Loja Física,Boleto,2026-07-18,Jogos,631,Físico e Digital
VND01129,PRD024,CLI037,TMP0810,PLT008,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,Loja Física,PIX,2026-03-20,Jogos,511,Físico e Digital
VND01130,PRD024,CLI021,TMP0300,PLT008,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,E-commerce,PIX,2024-10-26,Jogos,1,Físico e Digital
VND01131,PRD024,CLI070,TMP0333,PLT008,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,Loja Física,Cartão Crédito,2024-11-28,Jogos,34,Físico e Digital
VND01132,PRD024,CLI018,TMP0313,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,E-commerce,PIX,2024-11-08,Jogos,14,Físico e Digital
VND01133,PRD024,CLI022,TMP0321,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,Loja Física,Cartão Crédito,2024-11-16,Jogos,22,Físico e Digital
VND01134,PRD024,CLI058,TMP0692,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,E-commerce,Boleto,2025-11-22,Jogos,393,Físico e Digital
VND01135,PRD024,CLI046,TMP0323,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,E-commerce,Cartão Crédito,2024-11-18,Jogos,24,Físico e Digital
VND01136,PRD024,CLI073,TMP0697,PLT008,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,E-commerce,Boleto,2025-11-27,Jogos,398,Físico e Digital
VND01137,PRD024,CLI068,TMP0320,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,App Mobile,Boleto,2024-11-15,Jogos,21,Físico e Digital
VND01138,PRD024,CLI036,TMP0605,PLT008,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,E-commerce,PIX,2025-08-27,Jogos,306,Físico e Digital
VND01139,PRD024,CLI041,TMP0695,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,E-commerce,Cartão Débito,2025-11-25,Jogos,396,Físico e Digital
VND01140,PRD024,CLI063,TMP0358,PLT008,PROMO007,1,204.92,18.00,204.92,164.90,40.02,19.53,App Mobile,Cartão Débito,2024-12-23,Jogos,59,Físico e Digital
VND01141,PRD024,CLI053,TMP0321,PLT008,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,E-commerce,Cartão Débito,2024-11-16,Jogos,22,Físico e Digital
VND01142,PRD024,CLI012,TMP0310,PLT008,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,App Mobile,PIX,2024-11-05,Jogos,11,Físico e Digital
VND01143,PRD024,CLI030,TMP0645,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,Loja Física,Cartão Débito,2025-10-06,Jogos,346,Físico e Digital
VND01144,PRD024,CLI052,TMP0859,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,Loja Física,Boleto,2026-05-08,Jogos,560,Físico e Digital
VND01145,PRD024,CLI008,TMP0754,PLT008,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,App Mobile,PIX,2026-01-23,Jogos,455,Físico e Digital
VND01146,PRD025,CLI019,TMP0682,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,Loja Física,Boleto,2025-11-12,Jogos,19,Físico e Digital
VND01147,PRD025,CLI054,TMP0733,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,E-commerce,PIX,2026-01-02,Jogos,70,Físico e Digital
VND01148,PRD025,CLI017,TMP1063,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,Loja Física,Cartão Débito,2026-11-28,Jogos,400,Físico e Digital
VND01149,PRD025,CLI050,TMP0690,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,Loja Física,Cartão Débito,2025-11-20,Jogos,27,Físico e Digital
VND01150,PRD025,CLI041,TMP0685,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,E-commerce,Cartão Crédito,2025-11-15,Jogos,22,Físico e Digital
VND01151,PRD025,CLI038,TMP0670,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,E-commerce,Cartão Débito,2025-10-31,Jogos,7,Físico e Digital
VND01152,PRD025,CLI031,TMP0866,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,E-commerce,Cartão Débito,2026-05-15,Jogos,203,Físico e Digital
VND01153,PRD025,CLI004,TMP0702,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,App Mobile,Boleto,2025-12-02,Jogos,39,Físico e Digital
VND01154,PRD025,CLI032,TMP0706,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,Loja Física,Cartão Crédito,2025-12-06,Jogos,43,Físico e Digital
VND01155,PRD025,CLI074,TMP0855,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,E-commerce,PIX,2026-05-04,Jogos,192,Físico e Digital
VND01156,PRD025,CLI076,TMP0749,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,Loja Física,PIX,2026-01-18,Jogos,86,Físico e Digital
VND01157,PRD025,CLI071,TMP0667,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,E-commerce,Cartão Débito,2025-10-28,Jogos,4,Físico e Digital
VND01158,PRD025,CLI072,TMP0670,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,App Mobile,Cartão Crédito,2025-10-31,Jogos,7,Físico e Digital
VND01159,PRD025,CLI047,TMP1060,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,E-commerce,Cartão Débito,2026-11-25,Jogos,397,Físico e Digital
VND01160,PRD025,CLI043,TMP0843,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,Loja Física,PIX,2026-04-22,Jogos,180,Físico e Digital
VND01161,PRD025,CLI072,TMP0905,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,App Mobile,Boleto,2026-06-23,Jogos,242,Físico e Digital
VND01162,PRD025,CLI042,TMP0689,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,Loja Física,Boleto,2025-11-19,Jogos,26,Físico e Digital
VND01163,PRD025,CLI075,TMP1040,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,App Mobile,Boleto,2026-11-05,Jogos,377,Físico e Digital
VND01164,PRD025,CLI049,TMP0682,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,E-commerce,Boleto,2025-11-12,Jogos,19,Físico e Digital
VND01165,PRD025,CLI041,TMP1083,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,E-commerce,Cartão Débito,2026-12-18,Jogos,420,Físico e Digital
VND01166,PRD025,CLI005,TMP0812,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,Loja Física,Boleto,2026-03-22,Jogos,149,Físico e Digital
VND01167,PRD025,CLI040,TMP0681,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,E-commerce,Boleto,2025-11-11,Jogos,18,Físico e Digital
VND01168,PRD025,CLI006,TMP0697,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,E-commerce,Boleto,2025-11-27,Jogos,34,Físico e Digital
VND01169,PRD025,CLI001,TMP0697,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,E-commerce,Cartão Débito,2025-11-27,Jogos,34,Físico e Digital
VND01170,PRD025,CLI022,TMP0770,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,App Mobile,Cartão Crédito,2026-02-08,Jogos,107,Físico e Digital
VND01171,PRD025,CLI006,TMP0680,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,Loja Física,Cartão Débito,2025-11-10,Jogos,17,Físico e Digital
VND01172,PRD025,CLI047,TMP0677,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,E-commerce,PIX,2025-11-07,Jogos,14,Físico e Digital
VND01173,PRD025,CLI068,TMP0881,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,Loja Física,Cartão Débito,2026-05-30,Jogos,218,Físico e Digital
VND01174,PRD025,CLI036,TMP0973,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,Loja Física,Cartão Crédito,2026-08-30,Jogos,310,Físico e Digital
VND01175,PRD025,CLI006,TMP0683,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,E-commerce,Cartão Débito,2025-11-13,Jogos,20,Físico e Digital
VND01176,PRD025,CLI009,TMP0715,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,Loja Física,Boleto,2025-12-15,Jogos,52,Físico e Digital
VND01177,PRD025,CLI066,TMP0680,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,E-commerce,Boleto,2025-11-10,Jogos,17,Físico e Digital
VND01178,PRD025,CLI067,TMP0876,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,E-commerce,Cartão Débito,2026-05-25,Jogos,213,Físico e Digital
VND01179,PRD025,CLI057,TMP0994,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,Loja Física,Cartão Débito,2026-09-20,Jogos,331,Físico e Digital
VND01180,PRD025,CLI028,TMP0678,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,App Mobile,Boleto,2025-11-08,Jogos,15,Físico e Digital
VND01181,PRD025,CLI038,TMP0696,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,Loja Física,PIX,2025-11-26,Jogos,33,Físico e Digital
VND01182,PRD025,CLI052,TMP0687,PLT008,PROMO000,2,299.90,0.00,599.80,389.80,210.00,35.01,Loja Física,Cartão Crédito,2025-11-17,Jogos,24,Físico e Digital
VND01183,PRD025,CLI014,TMP0686,PLT008,PROMO000,1,299.90,0.00,299.90,194.90,105.00,35.01,E-commerce,Boleto,2025-11-16,Jogos,23,Físico e Digital
